#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","CABPSV020000703.1",4671,5093,"-",,,"HEP_00353800","VWU51584.1",140,"hypothetical protein HEP_00353800"
"Un","CABPSV020000703.1",5832,6266,"-",,,"HEP_00353900","VWU51585.1",144,"hypothetical protein HEP_00353900"
"Un","CABPSV020000703.1",8454,9956,"-",,,"HEP_00354000","VWU51586.1",500,"conserved protein, unknown function"
"Un","CABPSV020000704.1",2,7578,"-",,,"HEP_00354100","VWU51587.1",2525,"regulator of chromosome condensation, putative, partial"
"Un","CABPSV020000705.1",3,10179,"-",,,"HEP_00354200","VWU51588.1",3392,"conserved membrane protein, unknown function, partial"
"Un","CABPSV020000706.1",2280,3699,"-",,,"HEP_00354300","VWU51589.1",429,"radical SAM protein, putative"
"Un","CABPSV020000706.1",3728,4150,"-",,,"HEP_00354400","VWU51590.1",140,"hypothetical protein HEP_00354400"
"Un","CABPSV020000706.1",4229,5282,"-",,,"HEP_00354500","VWU51591.1",351,"Uncharacterized protein family UPF0004, putative, partial"
"Un","CABPSV020000706.1",6993,9850,"-",,,"HEP_00354600","VWU51592.1",794,"vacuolar transporter chaperone, putative, partial"
"Un","CABPSV020000707.1",3,2464,"-",,,"HEP_00354700","VWU51593.1",821,"conserved protein, unknown function, partial"
"Un","CABPSV020000707.1",5762,9262,"-",,,"HEP_00354800","VWU51594.1",1166,"conserved protein, unknown function"
"Un","CABPSV020000708.1",3325,4491,"-",,,"HEP_00354900","VWU51595.1",388,"Sexual stage antigen s48/45 domain containing protein, putative"
"Un","CABPSV020000708.1",6454,7754,"-",,,"HEP_00355000","VWU51596.1",433,"6-cysteine protein, partial"
"Un","CABPSV020000708.1",7857,9454,"-",,,"HEP_00355100","VWU51597.1",489,"SET domain protein, putative, partial"
"Un","CABPSV020000709.1",2336,4555,"-",,,"HEP_00355200","VWU51598.1",601,"amino acid transporter, putative, partial"
"Un","CABPSV020000709.1",5442,7307,"-",,,"HEP_00355300","VWU51599.1",621,"E3 ubiquitin-protein ligase RNF5, putative"
"Un","CABPSV020000709.1",7433,9070,"-",,,"HEP_00355400","VWU51600.1",384,"amino acid transporter, putative, partial"
"Un","CABPSV020000071.1",2110,4050,"-",,,"HEP_00073200","VWU48801.1",646,"pre-mRNA-processing factor 17, putative"
"Un","CABPSV020000071.1",4795,12539,"-",,,"HEP_00073300","VWU48802.1",2491,"conserved protein, unknown function"
"Un","CABPSV020000071.1",12691,16662,"-",,,"HEP_00073400","VWU48803.1",715,"conserved protein, unknown function"
"Un","CABPSV020000071.1",17255,18965,"-",,,"HEP_00073500","VWU48804.1",335,"conserved protein, unknown function"
"Un","CABPSV020000071.1",19993,21003,"-",,,"HEP_00073600","VWU48805.1",336,"ribosome biogenesis protein TSR3, putative"
"Un","CABPSV020000071.1",21307,22851,"-",,,"HEP_00073700","VWU48806.1",514,"debranching enzyme-associated ribonuclease, putative"
"Un","CABPSV020000071.1",24055,33040,"-",,,"HEP_00073800","VWU48807.1",2743,"cell cycle associated protein, putative"
"Un","CABPSV020000710.1",1028,2375,"-",,,"HEP_00355500","VWU51601.1",443,"glideosome-associated protein 40, putative"
"Un","CABPSV020000710.1",4200,8984,"-",,,"HEP_00355600","VWU51602.1",1263,"conserved protein, unknown function"
"Un","CABPSV020000711.1",117,1088,"-",,,"HEP_00355700","VWU51603.1",324,"CLAMP domain-containing protein, putative, partial"
"Un","CABPSV020000711.1",2854,4284,"-",,,"HEP_00355800","VWU51604.1",476,"U1 small nuclear ribonucleoprotein, putative"
"Un","CABPSV020000711.1",6159,7449,"-",,,"HEP_00355900","VWU51605.1",162,"suppressor of kinetochore protein 1, putative"
"Un","CABPSV020000711.1",9625,10080,"-",,,"HEP_00356000","VWU51606.1",151,"hypothetical protein HEP_00356000, partial"
"Un","CABPSV020000712.1",500,3056,"-",,,"HEP_00356100","VWU51607.1",664,"ribosome maturation protein SBDS, putative"
"Un","CABPSV020000712.1",4691,9975,"-",,,"HEP_00356200","VWU51608.1",1639,"conserved protein, unknown function, partial"
"Un","CABPSV020000713.1",644,1105,"-",,,"HEP_00356300","VWU51609.1",110,"succinate dehydrogenase subunit 4, putative"
"Un","CABPSV020000713.1",1437,3635,"-",,,"HEP_00356400","VWU51610.1",351,"conserved protein, unknown function"
"Un","CABPSV020000713.1",4255,6215,"-",,,"HEP_00356500","VWU51611.1",173,"ankyrin-repeat protein, putative"
"Un","CABPSV020000713.1",6984,8804,"-",,,"HEP_00356600","VWU51612.1",606,"tubulin--tyrosine ligase, putative"
"Un","CABPSV020000714.1",867,3680,"-",,,"HEP_00356700","VWU51613.1",937,"conserved protein, unknown function"
"Un","CABPSV020000714.1",4273,7023,"-",,,"HEP_00356800","VWU51614.1",916,"serine/threonine protein kinase RIO1, putative"
"Un","CABPSV020000714.1",7911,9960,"-",,,"HEP_00356900","VWU51615.1",266,"conserved protein, unknown function, partial"
"Un","CABPSV020000715.1",114,1039,"-",,,"HEP_00357000","VWU51616.1",307,"conserved protein, unknown function, partial"
"Un","CABPSV020000715.1",1893,3456,"-",,,"HEP_00357100","VWU51617.1",267,"rhomboid protease ROM3, putative"
"Un","CABPSV020000715.1",6677,8404,"-",,,"HEP_00357200","VWU51618.1",465,"protein disulfide isomerase, putative"
"Un","CABPSV020000716.1",1022,3748,"-",,,"HEP_00357300","VWU51619.1",815,"conserved protein, unknown function, partial"
"Un","CABPSV020000716.1",4943,9400,"-",,,"HEP_00357400","VWU51620.1",1485,"conserved protein, unknown function"
"Un","CABPSV020000717.1",1021,3504,"-",,,"HEP_00357500","VWU51621.1",609,"inner membrane complex protein 1a, putative"
"Un","CABPSV020000717.1",5053,6249,"-",,,"HEP_00357600","VWU51622.1",190,"phosphatidylethanolamine-binding protein, putative"
"Un","CABPSV020000717.1",6661,8802,"-",,,"HEP_00357700","VWU51623.1",713,"IBR domain protein, putative"
"Un","CABPSV020000718.1",2347,3300,"-",,,"HEP_00357800","VWU51624.1",317,"rhoptry neck protein 12"
"Un","CABPSV020000718.1",5172,8483,"-",,,"HEP_00357900","VWU51625.1",1103,"DNA polymerase delta catalytic subunit"
"Un","CABPSV020000718.1",8958,9973,"-",,,"HEP_00358000","VWU51626.1",337,"hypothetical protein HEP_00358000, partial"
"Un","CABPSV020000719.1",1074,3017,"-",,,"HEP_00358100","VWU51627.1",647,"conserved protein, unknown function"
"Un","CABPSV020000719.1",4519,5475,"-",,,"HEP_00358200","VWU51628.1",318,"dicarboxylate/tricarboxylate carrier"
"Un","CABPSV020000719.1",7762,9765,"-",,,"HEP_00358300","VWU51629.1",667,"DnaJ protein, putative"
"Un","CABPSV020000072.1",3652,4923,"-",,,"HEP_00073900","VWU48808.1",152,"conserved protein, unknown function"
"Un","CABPSV020000072.1",6696,10952,"-",,,"HEP_00074000","VWU48809.1",1418,"eukaryotic translation initiation factor 3 subunit A, putative"
"Un","CABPSV020000072.1",15422,16354,"-",,,"HEP_00074100","VWU48810.1",310,"iron-sulfur subunit of succinate dehydrogenase, putative"
"Un","CABPSV020000072.1",18270,21845,"-",,,"HEP_00074200","VWU48811.1",1191,"bromodomain protein 2, putative"
"Un","CABPSV020000072.1",27326,28180,"-",,,"HEP_00074400","VWU48812.1",284,"conserved protein, unknown function"
"Un","CABPSV020000072.1",28256,28885,"-",,,"HEP_00074500","VWU48813.1",105,"conserved protein, unknown function"
"Un","CABPSV020000072.1",30352,32295,"-",,,"HEP_00074600","VWU48814.1",647,"conserved protein, unknown function"
"Un","CABPSV020000720.1",315,808,"-",,,"HEP_00358400","VWU51630.1",82,"conserved protein, unknown function"
"Un","CABPSV020000720.1",926,3524,"-",,,"HEP_00358500","VWU51631.1",455,"TatD-like deoxyribonuclease, putative"
"Un","CABPSV020000720.1",5325,5579,"-",,,"HEP_00358600","VWU51632.1",84,"conserved protein, unknown function"
"Un","CABPSV020000721.1",569,3202,"-",,,"HEP_00358700","VWU51633.1",877,"ABC transporter B family member 7, putative"
"Un","CABPSV020000721.1",5218,6458,"-",,,"HEP_00358800","VWU51634.1",339,"50S ribosomal protein L1, apicoplast, putative"
"Un","CABPSV020000721.1",7787,8725,"-",,,"HEP_00358900","VWU51635.1",312,"syntaxin, Qa-SNARE family"
"Un","CABPSV020000722.1",1901,2689,"-",,,"HEP_00359000","VWU51636.1",119,"transcription elongation factor SPT4, putative"
"Un","CABPSV020000722.1",3664,8519,"-",,,"HEP_00359100","VWU51637.1",1268,"pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative"
"Un","CABPSV020000723.1",869,1987,"-",,,"HEP_00359200","VWU51638.1",208,"calmodulin-like protein"
"Un","CABPSV020000723.1",3147,9911,"-",,,"HEP_00359300","VWU51639.1",1517,"conserved protein, unknown function, partial"
"Un","CABPSV020000724.1",4488,5903,"-",,,"HEP_00359400","VWU51640.1",471,"secreted ookinete protein, putative"
"Un","CABPSV020000724.1",7930,8684,"-",,,"HEP_00359500","VWU51641.1",107,"conserved protein, unknown function"
"Un","CABPSV020000725.1",705,3211,"-",,,"HEP_00359600","VWU51642.1",511,"ATP-dependent helicase, putative"
"Un","CABPSV020000725.1",3399,4839,"-",,,"HEP_00359700","VWU51643.1",224,"conserved protein, unknown function"
"Un","CABPSV020000725.1",6656,8989,"-",,,"HEP_00359800","VWU51644.1",777,"ATP-dependent helicase, putative"
"Un","CABPSV020000726.1",222,2457,"-",,,"HEP_00359900","VWU51645.1",644,"RNA-binding protein, putative"
"Un","CABPSV020000726.1",3717,4892,"-",,,"HEP_00360000","VWU51646.1",264,"conserved protein, unknown function"
"Un","CABPSV020000726.1",5093,7795,"-",,,"HEP_00360100","VWU51647.1",900,"Rab-GTPase-TBC domain containing protein, putative"
"Un","CABPSV020000726.1",8471,9800,"-",,,"HEP_00360200","VWU51648.1",321,"WD repeat-containing protein, putative, partial"
"Un","CABPSV020000727.1",623,1336,"-",,,"HEP_00360300","VWU51649.1",76,"conserved protein, unknown function"
"Un","CABPSV020000727.1",2243,9119,"-",,,"HEP_00360400","VWU51650.1",1741,"conserved protein, unknown function"
"Un","CABPSV020000728.1",260,9619,"-",,,"HEP_00360500","VWU51651.1",3115,"inositol-phosphate phosphatase, putative, partial"
"Un","CABPSV020000729.1",641,1357,"-",,,"HEP_00360600","VWU51652.1",238,"conserved protein, unknown function"
"Un","CABPSV020000729.1",2309,9292,"-",,,"HEP_00360700","VWU51653.1",2327,"conserved protein, unknown function"
"Un","CABPSV020000073.1",73,433,"-",,,"HEP_00074700","VWU48815.1",119,"conserved protein, unknown function, partial"
"Un","CABPSV020000073.1",766,4199,"-",,,"HEP_00074800","VWU48816.1",1041,"NADPH--cytochrome P450 reductase, putative"
"Un","CABPSV020000073.1",5034,11033,"-",,,"HEP_00074900","VWU48817.1",1895,"zinc finger protein, putative"
"Un","CABPSV020000073.1",13301,18764,"-",,,"HEP_00075000","VWU48818.1",1476,"conserved protein, unknown function"
"Un","CABPSV020000073.1",20450,22303,"-",,,"HEP_00075100","VWU48819.1",617,"S-adenosylmethionine-dependent methyltransferase, putative"
"Un","CABPSV020000073.1",23983,25956,"-",,,"HEP_00075200","VWU48820.1",657,"conserved protein, unknown function"
"Un","CABPSV020000073.1",26520,27932,"-",,,"HEP_00075300","VWU48821.1",470,"conserved protein, unknown function"
"Un","CABPSV020000073.1",29317,31098,"-",,,"HEP_00075400","VWU48822.1",403,"acetyl-CoA acetyltransferase, putative"
"Un","CABPSV020000073.1",32031,34127,"-",,,"HEP_00075500","VWU48823.1",698,"conserved protein, unknown function"
"Un","CABPSV020000730.1",521,2600,"-",,,"HEP_00360800","VWU51654.1",610,"pre-mRNA-splicing factor PRP46, putative"
"Un","CABPSV020000730.1",4128,5249,"-",,,"HEP_00360900","VWU51655.1",373,"conserved protein, unknown function"
"Un","CABPSV020000730.1",6546,9089,"-",,,"HEP_00361000","VWU51656.1",847,"conserved protein, unknown function"
"Un","CABPSV020000731.1",224,1623,"-",,,"HEP_00361100","VWU51657.1",233,"conserved protein, unknown function, partial"
"Un","CABPSV020000731.1",3215,4878,"-",,,"HEP_00361200","VWU51658.1",454,"transcription initiation factor TFIID subunit 7, putative"
"Un","CABPSV020000731.1",5697,6293,"-",,,"HEP_00361300","VWU51659.1",198,"guanylate kinase"
"Un","CABPSV020000731.1",7301,9175,"-",,,"HEP_00361400","VWU51660.1",624,"serine/threonine protein kinase, putative, partial"
"Un","CABPSV020000732.1",301,1413,"-",,,"HEP_00361500","VWU51661.1",370,"conserved protein, unknown function"
"Un","CABPSV020000732.1",1520,4967,"-",,,"HEP_00361600","VWU51662.1",978,"conserved membrane protein, unknown function, partial"
"Un","CABPSV020000732.1",7910,8527,"-",,,"HEP_00361700","VWU51663.1",205,"conserved protein, unknown function"
"Un","CABPSV020000733.1",946,1251,"-",,,"HEP_00361800","VWU51664.1",101,"conserved protein, unknown function"
"Un","CABPSV020000733.1",2047,3318,"-",,,"HEP_00361900","VWU51665.1",423,"26S protease regulatory subunit 8, putative"
"Un","CABPSV020000733.1",5137,7425,"-",,,"HEP_00362000","VWU51666.1",762,"conserved membrane protein, unknown function"
"Un","CABPSV020000733.1",8969,9640,"-",,,"HEP_00362100","VWU51667.1",224,"hypothetical protein HEP_00362100, partial"
"Un","CABPSV020000734.1",2234,3783,"-",,,"HEP_00362200","VWU51668.1",429,"tRNA binding protein, putative"
"Un","CABPSV020000734.1",5051,8107,"-",,,"HEP_00362300","VWU51669.1",1018,"GTP-binding protein, putative"
"Un","CABPSV020000734.1",9336,9609,"-",,,"HEP_00362400","VWU51670.1",42,"replication factor A protein 3, putative, partial"
"Un","CABPSV020000735.1",761,3634,"-",,,"HEP_00362500","VWU51671.1",957,"DNA replication licensing factor MCM6"
"Un","CABPSV020000735.1",4563,7331,"-",,,"HEP_00362600","VWU51672.1",922,"RAP protein, putative"
"Un","CABPSV020000735.1",8592,9628,"-",,,"HEP_00362700","VWU51673.1",344,"patatin-like phospholipase, putative, partial"
"Un","CABPSV020000736.1",31,4039,"-",,,"HEP_00362800","VWU51674.1",1335,"zinc finger transcription factor, putative, partial"
"Un","CABPSV020000736.1",5110,5894,"-",,,"HEP_00362900","VWU51675.1",108,"U6 snRNA-associated Sm-like protein LSm7, putative"
"Un","CABPSV020000736.1",7933,9545,"-",,,"HEP_00363000","VWU51676.1",537,"conserved protein, unknown function, partial"
"Un","CABPSV020000737.1",191,1977,"-",,,"HEP_00363100","VWU51677.1",262,"14-3-3 protein"
"Un","CABPSV020000737.1",3388,5715,"-",,,"HEP_00363200","VWU51678.1",775,"dynactin subunit 6, putative"
"Un","CABPSV020000737.1",7000,8949,"-",,,"HEP_00363300","VWU51679.1",649,"cdc2-related protein kinase 5"
"Un","CABPSV020000738.1",141,544,"-",,,"HEP_00363400","VWU51680.1",133,"conserved protein, unknown function, partial"
"Un","CABPSV020000738.1",1771,2304,"-",,,"HEP_00363500","VWU51681.1",177,"conserved protein, unknown function"
"Un","CABPSV020000738.1",2493,4235,"-",,,"HEP_00363600","VWU51682.1",191,"conserved protein, unknown function"
"Un","CABPSV020000738.1",5890,6289,"-",,,"HEP_00363700","VWU51683.1",51,"serine/threonine-protein kinase NEK4, putative, partial"
"Un","CABPSV020000738.1",7101,8611,"-",,,"HEP_00363800","VWU51684.1",272,"conserved protein, unknown function"
"Un","CABPSV020000739.1",383,3130,"-",,,"HEP_00363900","VWU51685.1",915,"heat shock protein 90, putative"
"Un","CABPSV020000739.1",4231,4864,"-",,,"HEP_00364000","VWU51686.1",155,"AP-1 complex subunit sigma, putative"
"Un","CABPSV020000739.1",8317,9283,"-",,,"HEP_00364100","VWU51687.1",196,"conserved protein, unknown function"
"Un","CABPSV020000074.1",888,3038,"-",,,"HEP_00075600","VWU48824.1",716,"eukaryotic translation initiation factor 3 subunit B, putative"
"Un","CABPSV020000074.1",4090,4845,"-",,,"HEP_00075700","VWU48825.1",251,"apicortin, putative"
"Un","CABPSV020000074.1",5706,7550,"-",,,"HEP_00075800","VWU48826.1",559,"zinc finger protein, putative"
"Un","CABPSV020000074.1",8973,10621,"-",,,"HEP_00075900","VWU48827.1",272,"conserved protein, unknown function"
"Un","CABPSV020000074.1",11666,16202,"-",,,"HEP_00076000","VWU48828.1",1452,"RAP protein, putative"
"Un","CABPSV020000074.1",17781,18233,"-",,,"HEP_00076100","VWU48829.1",150,"SWIB/MDM2 domain-containing protein, putative"
"Un","CABPSV020000074.1",19957,21253,"-",,,"HEP_00076200","VWU48830.1",243,"proteasome subunit beta type-1, putative"
"Un","CABPSV020000074.1",22859,23530,"-",,,"HEP_00076300","VWU48831.1",223,"cyclin, putative"
"Un","CABPSV020000074.1",24992,28258,"-",,,"HEP_00076400","VWU48832.1",1088,"ATP-dependent RNA helicase DDX23, putative"
"Un","CABPSV020000074.1",32041,34191,"-",,,"HEP_00076500","VWU48833.1",717,"WD repeat-containing protein 26, putative, partial"
"Un","CABPSV020000740.1",2657,4017,"-",,,"HEP_00364200","VWU51688.1",137,"conserved protein, unknown function"
"Un","CABPSV020000740.1",4831,6897,"-",,,"HEP_00364300","VWU51689.1",688,"lysine--tRNA ligase, putative"
"Un","CABPSV020000740.1",7798,8530,"-",,,"HEP_00364400","VWU51690.1",113,"prefoldin subunit 2, putative"
"Un","CABPSV020000741.1",3,9366,"-",,,"HEP_00364500","VWU51691.1",3120,"conserved protein, unknown function, partial"
"Un","CABPSV020000742.1",309,1632,"-",,,"HEP_00364600","VWU51692.1",349,"conserved protein, unknown function"
"Un","CABPSV020000742.1",5349,8110,"-",,,"HEP_00364700","VWU51693.1",454,"transcription initiation factor IIE subunit alpha, putative"
"Un","CABPSV020000743.1",181,645,"-",,,"HEP_00364800","VWU51694.1",154,"conserved protein, unknown function"
"Un","CABPSV020000743.1",1535,2569,"-",,,"HEP_00364900","VWU51695.1",162,"translation initiation factor IF-3, putative"
"Un","CABPSV020000743.1",3305,4836,"-",,,"HEP_00365000","VWU51696.1",181,"ankyrin-repeat protein, putative"
"Un","CABPSV020000743.1",5803,9351,"-",,,"HEP_00365100","VWU51697.1",1101,"conserved protein, unknown function, partial"
"Un","CABPSV020000744.1",843,3008,"-",,,"HEP_00365200","VWU51698.1",362,"conserved protein, unknown function"
"Un","CABPSV020000744.1",3423,6314,"-",,,"HEP_00365300","VWU51699.1",963,"ribosome biogenesis GTPase A, putative"
"Un","CABPSV020000745.1",5440,7099,"-",,,"HEP_00365400","VWU51700.1",347,"nucleosome assembly protein"
"Un","CABPSV020000745.1",8565,9348,"-",,,"HEP_00365500","VWU51701.1",160,"cytochrome c1 heme lyase, putative, partial"
"Un","CABPSV020000746.1",1445,1828,"-",,,"HEP_00365600","VWU51702.1",127,"conserved protein, unknown function"
"Un","CABPSV020000746.1",3719,5365,"-",,,"HEP_00365700","VWU51703.1",548,"conserved protein, unknown function"
"Un","CABPSV020000746.1",5875,7977,"-",,,"HEP_00365800","VWU51704.1",700,"tyrosine--tRNA ligase, putative"
"Un","CABPSV020000747.1",323,6870,"-",,,"HEP_00365900","VWU51705.1",2182,"conserved protein, unknown function, partial"
"Un","CABPSV020000748.1",8,2448,"-",,,"HEP_00366000","VWU51706.1",813,"SET domain protein, putative, partial"
"Un","CABPSV020000748.1",4461,5816,"-",,,"HEP_00366100","VWU51707.1",257,"RNA-binding protein, putative"
"Un","CABPSV020000748.1",7532,8948,"-",,,"HEP_00366200","VWU51708.1",315,"sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine transfer protein, putative"
"Un","CABPSV020000749.1",1472,2212,"-",,,"HEP_00366300","VWU51709.1",246,"dynactin subunit 5, putative"
"Un","CABPSV020000749.1",2978,4080,"-",,,"HEP_00366400","VWU51710.1",166,"conserved protein, unknown function"
"Un","CABPSV020000749.1",5461,8224,"-",,,"HEP_00366500","VWU51711.1",915,"metallo-hydrolase/oxidoreductase, putative"
"Un","CABPSV020000075.1",102,1805,"-",,,"HEP_00076600","VWU48834.1",171,"AN1-like zinc finger family protein"
"Un","CABPSV020000075.1",2637,10254,"-",,,"HEP_00076700","VWU48835.1",2487,"cation transporting P-ATPase, putative"
"Un","CABPSV020000075.1",11670,13668,"-",,,"HEP_00076800","VWU48836.1",571,"conserved protein, unknown function"
"Un","CABPSV020000075.1",15290,16397,"-",,,"HEP_00076900","VWU48837.1",119,"60S ribosomal protein L31"
"Un","CABPSV020000075.1",17735,21670,"-",,,"HEP_00077000","VWU48838.1",801,"myosin B, putative"
"Un","CABPSV020000075.1",24098,26887,"-",,,"HEP_00077100","VWU48839.1",929,"protein kinase, putative"
